,Unnamed: 0,listing_url,last_scraped,source,name,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,calendar_updated,has_availability,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,reviews_per_month
10,10,https://www.airbnb.com/rooms/12799126,2024-11-05,city scrape,Private Room in the Hearth of the Albany,"It's perfect location for any kind of events, there are bars around house,restaurants, market right next to us, bus stop and moreover",https://a0.muscache.com/pictures/3e656127-d8e2-4743-a405-1b91d81c4dc7.jpg,https://www.airbnb.com/users/show/69729286,Musab,2016-05-01,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,unknown,1.0,100%,f,https://a0.muscache.com/im/pictures/user/5507d01f-fe58-4066-9900-5de519b5dfd6.jpg?aki_policy=profile_x_medium,Capitol Hill,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,Private room in rental unit,Private room,1 shared bath,"[""Hangers"", ""Stove"", ""Single level home"", ""Hair dryer"", ""Heating"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dryer"", ""Freezer"", ""Washer"", ""Window AC unit"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Barbecue utensils"", ""Lock on bedroom door"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Wifi"", ""Kitchen"", ""Host greets you"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""HDTV with Netflix"", ""Long term stays allowed""]",50.0,within data,t,f,12799126,20241105062440,69729286,2.0,2.0,42.65154,-73.76867,1.0,1.0,1.0,1.0,5.0,1125,325,28.0,4.82,4.57,4.89,4.71,0.55
11,11,https://www.airbnb.com/rooms/13083497,2024-11-05,city scrape,Pristine Cape Cod on the Creek - 4 Large Bedrooms,"Enjoy to the fullest this immaculate Cape Cod in the middle of Nature yet close to everything! Wake up to the singing birds chirping pleasant morning music. Quite street, steps to the creek, few minutes walk to the public transport. Relax on the deck overlooking creek with nature sounds.<br /><br />Enjoy & Relax in the heart of Capital Region! <br /><br />Albany, New York, whether nature or history is your passion, you'll find an abundance of both in this upstate New York gem. Immerse yourself in breathtaking fall views on an autumn day in city surrounded by mountains, rich history, culture, picturesque architecture and exhilarating nearby attractions. Albany is one of the oldest surviving European settlements with endless natural beauty combined with all the perks and comforts a city has to offer. <br /><br />Experience everything from fishing to skiing, hiking to biking, pristine lakes to caves, exquisite cuisine to shopping, historic churches to museums, art galleries to antique Sto",https://a0.muscache.com/pictures/a430d734-d978-4b2e-bcc9-876618efc4ac.jpg,https://www.airbnb.com/users/show/1364123,Akhilesh,2011-11-02,"Albany, NY","Nature loving person with a major focus on health, cleanliness and education. I am from India,  but lived in NY since 2001. I have a passion for sports and love traveling and exploring new parts of the US. I enjoy long walks, jogging, hiking, yoga and meditation. My goal for Airbnb guests is to offer the very best stay experience via ""Immaculately Clean - Home Away From Home""  at a reasonable price.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/32770a54-86fc-4904-9d34-74fc47588167.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,FIFTEENTH WARD,Entire home,Entire home/apt,2 baths,"[""Free driveway parking on premises \u2013 2 spaces"", ""Ceiling fan"", ""Private backyard \u2013 Not fully fenced"", ""Hangers"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""BBQ grill"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""High chair"", ""Private patio or balcony"", ""Freezer"", ""Fire extinguisher"", ""Dining table"", ""Central air conditioning"", ""Essentials"", ""Safe"", ""Hot water kettle"", ""Refrigerator"", ""40 inch HDTV with standard cable"", ""Garden view"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Crib"", ""Ethernet connection"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Gas stove"", ""Coffee maker"", ""Babysitter recommendations"", ""Children\u2019s books and toys""]",219.0,within data,t,f,13083497,20241105062440,1364123,1.0,5.0,42.66972,-73.82753,3.0,1.0,1.4,1.4,2.0,1125,328,30.6,4.66,4.72,4.86,4.8,1.84
12,12,https://www.airbnb.com/rooms/14316232,2024-11-05,city scrape,"Unique Modern Room, Perfect Location Albany","BBQ spot directly across the street.<br />Convenience store with everything you need right at corner, next to BBQ spot.",https://a0.muscache.com/pictures/0d7f6d7c-0faf-43d6-a63f-b935103cf056.jpg,https://www.airbnb.com/users/show/36438637,Chad,2015-06-22,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,Private room in home,Private room,1 shared bath,"[""Hangers"", ""Stove"", ""Free washer \u2013 In unit"", ""Free driveway parking on premises"", ""Hair dryer"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Keypad"", ""Iron"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dishwasher"", ""Freezer"", ""Window AC unit"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Lock on bedroom door"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Baking sheet"", ""TV with standard cable"", ""Wifi"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Blender"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed""]",45.0,within data,t,t,14316232,20241105062440,36438637,15.0,15.0,42.65726,-73.78219,1.0,1.0,1.0,1.0,1.7,1125,314,51.0,4.67,4.57,4.74,4.64,0.51
13,13,https://www.airbnb.com/rooms/14989805,2024-11-05,city scrape,/Miller Colonial\ 1946 SUNY Eagle Hill 5Bed 2Baths,"Quiet no-thru-traffic street.  The house is located across from the old Miller Farm house. : )<br /><br />The super convenient area: <br /><br />On the South side of Western we have in order from East to West:<br />V Salon, All Saints Catholic Church, CVS, Dragon City Restaurant, Torino Pizza & Pasta, Mani de Leo Hair Salon, Fiorello Bakery & Deli, Courtney's Salon, DC's Pizza, Maggie's Sports Bar & Cafe, Roman Jewels, Pixie Hair Salon, Barcelona Restaurant-Wine Bar, KeyBank, CityLine Bar and Grill, Escape Smoke Shop, Best Western Hotel, Casa Real Mexican Restaurant, Days Inn, Dunkin Donuts, Across the Street Pub and Restaurant, Starbucks.<br /><br />On the North side of Western we have in order from East to West:<br />Sunoco Gas, University Plaza (Rite Aid, PizzaHut, DiBella's Subs, Boston Market, Wine & Liquor, Uncommon Grounds Coffee & Bagels, Pet Supplies Plus, Subway, Mobile Gas, Mobile Mart), University of Albany, Miami Sun Tanning.<br /><br />Best Western Hotel and a Days Inn ar",https://a0.muscache.com/pictures/408eb58e-caa7-4021-9a9e-dfa49e849052.jpg,https://www.airbnb.com/users/show/4259750,Peter,2012-11-27,"Albany, NY","I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/53eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western",within an hour,100%,87%,t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone']",t,t,Neighborhood highlights,FIFTEENTH WARD,Entire home,Entire home/apt,2 baths,"[""Hangers"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Heating"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Keypad"", ""Lake access"", ""Iron"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Self check-in"", ""Board games"", ""Dishwasher"", ""Dishes and silverware"", ""High chair"", ""Pets allowed"", ""Fire extinguisher"", ""Central air conditioning"", ""Pack \u2019n play/Travel crib"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Garden view"", ""Hot water"", ""Cooking basics"", ""Game console"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Hulu, Netflix, premium cable, Roku, standard cable"", ""Crib"", ""Free street parking"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Baby bath"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Electric stove"", ""Coffee maker"", ""Children\u2019s books and toys""]",175.0,within data,t,f,14989805,20241105062440,4259750,8.0,14.0,42.673512,-73.819679,7.0,1.0,2.0,2.0,1.0,730,358,100.0,4.95,4.94,4.98,4.87,1.03
14,14,https://www.airbnb.com/rooms/15580397,2024-11-05,city scrape,Albany Med/Downtown Albany/Colleges/BLUE ROOM.,"Pine Hills. Good and safe walking distance to Albany Medical Center, VA hospital, CDPC, Saint Rose College, Sage College, Albany Medical College, UAlbany Downtown campus, and Washington Park. 3-4 blocks. Close to downtown. Law/Pharmacy/Medical schools. 5 min bus ride to Empire State Plaza or a 20 min walk.  2 blocks to rent a bike station. Free Broadway-style musicals in the park during July and August. A must-see.<br />Walking distance to the tennis court and lake at Washington Park. (2 blocks)<br />Lark Street 15 minutes walk....Try Bombers Burrito Bar..  Starbucks, Panera Bread, CVS, Chinese food and bank. 10 minutes walk. Morris Street and New Scotland Ave.  Pizza. Madison Ave and Ontario Street. 3 blocks. Price Chopper supermarket. 15 minutes walk or #114 bus to Madison Ave and Main. Laundromat.. Madison and Quail. 2 blocks. Madison Theater 15 minutes walk or #114 to Madison Ave and Main. Spectrum Theater.. #100 bus at Morris St and Quail to New Scotland and Delaware..walk 2 block",https://a0.muscache.com/pictures/hosting/Hosting-15580397/original/a4ce141f-5a16-4ccc-9bc4-83cb26fe4cba.jpeg,https://www.airbnb.com/users/show/89705052,Share,2016-08-13,"Albany, NY","We are fully vaccinated for Covid-19 with boosters. (Mother and daughter) Please note: Bad reviews are from guests breaking my house rules, not reading the listing description about my room spaces and amenities offered. Also, from racists, haters and misogynistic guests.
We are well traveled African American women and we take pride in our culture and ancestors. It is important to be our authentic selves, without being washed.  My home has ethnic food smells, flags, sarcastic signs, Black art, social justice signs and visiable security cameras. Yes! 5 out of eight letters of my name spell SHARE :) I was a home school/unschooled parent. (Florida and Nevada) My daughter graduated from University At Albany with honors. Class of 2020... and recently graduated with a master's degree.  Class of 2021. She is currently a PhD student at Stony Brook University.  We are hosts and guests of Airbnb. I am originally from Chicago and The Bronx. I am a non smoker and non drinker. We traveled to many states on a budget, including Alaska and Hawaii. We also traveled to: Canada, Mexico, Caribbean and Europe.  We loved Victoria, BC, Montreal, QC, Dublin, Ireland, Paris, France and Brussels, Belgium the most.  I love older homes with character and history. I am a proud owner of a ""Turn Of A Century""  Classic American Foursquare. unique home. (1900)  Captain Arthur William Brandt was one of the previous owners. I had bought my house. in 1999.  We are passionate about social justice issues. We lived in Miami, Orlando/Winter Park, Las Vegas, Montreal and Dominican Republic. I enjoy watching home improvement shows and documentaries. I love to shop at thrift stores for rare, cultured and vintage finds. We love the beauty and peacefulness of nature. We love musicals and ballets. If your last name is (military) Brandt, (pharmacy) Schneible or (nursing)Wagenbaugh, (previous owners) I will offer you 25% off your daily rate. (Not by marriage) Check your Ancestry, Myheritage and 23andme accounts, we maybe related. ;)  I am 9% England/Wales, 3% South Asian  1% Irish, 3% Norway,  1% Native American, 1% Iberian Peninsula and you can guess the rest...lol...(African)  Maternal Melungeon ancestry.  We share paternal DNA with Ramesses lll...Egyptian royalty and my maternal 2nd great grandfather is Little Wyatt Tate and my maternal 4th great grandfather is Judge/senator Charles Tait of Georgia and Alabama... My daughter is 27% European. Caribbean roots . (Jamaica) (DNA)  *Take the test.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/31d87914-56b6-462c-a392-c5041d7641b0.jpeg?aki_policy=profile_x_medium,Pine Hills,"['email', 'phone']",t,t,Neighborhood highlights,NINTH WARD,Private room in home,Private room,1 shared bath,"[""Hangers"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""Mini fridge"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Fire extinguisher"", ""Essentials"", ""Cleaning products"", ""Hot water"", ""Bathtub"", ""40 inch HDTV with Fire TV, Hulu, Netflix"", ""Lock on bedroom door"", ""Toaster"", ""Free street parking"", ""Smart lock"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Wifi"", ""Clothing storage: closet and dresser"", ""Breakfast"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Coffee maker""]",65.0,within data,t,t,15580397,20241105062440,89705052,4.0,9.0,42.65651,-73.77887,2.0,1.0,1.0,1.0,2.0,180,93,45.0,4.73,4.87,4.82,4.87,0.5
15,15,https://www.airbnb.com/rooms/16531782,2024-11-05,city scrape,On a little park in Albany pine hills. (Blue),nice,https://a0.muscache.com/pictures/hosting/Hosting-16531782/original/a61ad290-632b-40ad-84fd-65e0652be365.jpeg,https://www.airbnb.com/users/show/5691268,Elizabeth,2013-03-30,"Albany, NY",I'm Irish living in Albany NY.  I have 3 grown up kids.  I have 2 chihuauas    I am visiting Toronto to meet my sister and nephew who are visiting from Ireland.  Don't smoke or drink just love my dogs!,within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/d34e69f3-8c6e-48e7-b3f5-c2d42939675a.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,FOURTEENTH WARD,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Single level home"", ""Hair dryer"", ""Heating"", ""Patio or balcony"", ""Iron"", ""HDTV"", ""Dishes and silverware"", ""Window AC unit"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Shared backyard \u2013 Not fully fenced"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Long term stays allowed"", ""Coffee maker""]",70.0,within data,t,f,16531782,20241105062440,5691268,2.0,3.0,42.66075,-73.80605,2.0,1.0,1.0,1.0,1.0,1125,339,30.6,4.75,4.64,4.78,4.91,1.9
16,16,https://www.airbnb.com/rooms/17238066,2024-11-05,city scrape,"$53($25 foreign student)Twin, noa/cno Smoke freeBF",Quite moderate and safe neighborhood,https://a0.muscache.com/pictures/4c939df7-1935-4423-89c8-b32f10ec48ed.jpg,https://www.airbnb.com/users/show/61700428,Adam,2016-03-05,"Albany, NY","Guest's satisfaction and happiness is much more important than money!
顾客的满意远比赚钱重要!我的初衷是帮助更多的人､服务更多的人~
We provide emotional comfort more than physically comfortable
我们提供的情感舒适度超过身体舒适度.",within an hour,100%,83%,f,https://a0.muscache.com/im/pictures/user/fcc2b09f-611c-457c-828b-43336a05dfae.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,FIFTH WARD,Private room in home,Private room,1.5 shared baths,"[""Hangers"", ""Stove"", ""Hair dryer"", ""Heating"", ""Extra pillows and blankets"", ""Bed linens"", ""First aid kit"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Fire extinguisher"", ""Essentials"", ""Safe"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Free street parking"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Free washer \u2013 In building"", ""Wifi"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Breakfast"", ""Host greets you"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker""]",53.0,within data,t,f,17238066,20241105062440,61700428,2.0,2.0,42.67614,-73.78169,1.0,1.0,0.0,1.0,1.7,112,364,132.0,4.92,4.53,4.96,4.67,1.44
17,17,https://www.airbnb.com/rooms/17514620,2024-11-05,city scrape,Cozy Modern Room Perfect Location Albany,nice,https://a0.muscache.com/pictures/689d28bd-fc6e-4512-ad8d-520b3030c238.jpg,https://www.airbnb.com/users/show/36438637,Chad,2015-06-22,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,Private room in home,Private room,1 shared bath,"[""Hangers"", ""Stove"", ""Free washer \u2013 In unit"", ""Free driveway parking on premises"", ""Hair dryer"", ""Keypad"", ""Iron"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dishwasher"", ""Freezer"", ""Window AC unit"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Lock on bedroom door"", ""Toaster"", ""Free street parking"", ""Backyard"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Baking sheet"", ""TV with standard cable"", ""Wifi"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Blender"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Shared patio or balcony"", ""Long term stays allowed""]",45.0,within data,t,t,17514620,20241105062440,36438637,15.0,15.0,42.6584,-73.78309,1.0,1.0,1.0,1.0,1.7,1125,342,56.0,4.75,4.57,4.95,4.7,0.6
18,18,https://www.airbnb.com/rooms/19527043,2024-11-05,city scrape,Charming 1 Bedroom in a Historic Residential Home,"A 2 minute walk to Albany Med, Albany Pharmacy, Albany Law and Sage College. Walking distance to many restaurants and bars.",https://a0.muscache.com/pictures/2861bf31-7118-4e73-8b01-7322844191c3.jpg,https://www.airbnb.com/users/show/15223767,Ed,2014-05-07,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within a few hours,90%,90%,t,https://a0.muscache.com/im/pictures/user/87babb57-4dfb-4efd-a995-c781347c9d04.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,NINTH WARD,Private room in home,Private room,1 private bath,"[""Hangers"", ""Stove"", ""Hair dryer"", ""Heating"", ""Keypad"", ""Iron"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Dryer"", ""Washer"", ""Fire extinguisher"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Air conditioning"", ""Lock on bedroom door"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Microwave"", ""Shared patio or balcony"", ""Coffee maker"", ""TV""]",70.0,within data,t,f,19527043,20241105062440,15223767,3.0,3.0,42.65312,-73.78161,2.0,1.0,1.0,1.0,1.0,1125,123,82.0,4.96,4.94,4.95,4.95,1.11
19,19,https://www.airbnb.com/rooms/19571496,2024-11-05,city scrape,Modern Studio Perfect Location Albany,BBQ restaurant directly across the street.<br />Corner convenience market next to BBQ spot.,https://a0.muscache.com/pictures/26868297-fdab-48c1-8bba-4eb7ba6a4bb3.jpg,https://www.airbnb.com/users/show/36438637,Chad,2015-06-22,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,Private room in home,Private room,1 shared bath,"[""Portable air conditioning"", ""Hangers"", ""Stove"", ""Free washer \u2013 In unit"", ""Free driveway parking on premises"", ""Hair dryer"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Portable fans"", ""Keypad"", ""Iron"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Freezer"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Baking sheet"", ""Private entrance"", ""Clothing storage: dresser"", ""TV with Roku, standard cable"", ""Wifi"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Blender"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Private living room""]",50.0,within data,t,t,19571496,20241105062440,36438637,15.0,15.0,42.6585,-73.78414,2.0,1.0,2.0,1.0,1.7,730,327,28.0,4.57,4.54,4.89,4.68,0.36
20,20,https://www.airbnb.com/rooms/20519885,2024-11-05,city scrape,5Bedroom AllThe Comforts Of Home For You In Albany,"The home is located in a quiet residential neighborhood conveniently located 5 minutes from Interstate90 only ten miles from Albany International Airport and just 10 minutes from the city center, New York State Senate building, The MVP Arena and The Albany Convention Center. We are also only 5.5 miles from the Regeneron facility across the river in Rensselaer. The Perfect Location and amenities to suit your needs<br /><br />Within a three mile radius you will find...<br /><br />•	St Peter's Hospital<br />•	College of St. Rose<br />•	Sage College of Albany<br />•	Us Marine Corps Reserve Trng<br />•	Albany College of Pharmacy<br />•	Albany Medical College<br />•	Albany Medical Center South<br />•	Bleecker Stadium<br />•	VA Medical Center<br />•	Washington Park<br />•	Albany Center Galleries<br />•	New York State Museum<br />•	Albany Institute History and Art<br />•	Alfred E. Smith State Office Building<br />•	Cultural Education Center<br />•	Corning Tower<br />•	Irish American Heritage M",https://a0.muscache.com/pictures/efcc69ea-7277-4b8d-bebc-3b0f2500e1c2.jpg,https://www.airbnb.com/users/show/67171774,Michael And Flerida,2016-04-14,"Stamford, NY","Michael and I are foodies. We love cooking and sharing what we cook with our family and friends. 
We love dancing and music, but most importantly we love a peaceful home.
In my travels, especially business travel, I appreciated most my accommodations where it was clean, where I can feel as though I am home and the host took careful care to my need for peace and privacy. 
In our properties we love to give people the space to feel their privacy is considered, and enough interaction to make them feel as though they are home. We are Inn owners, therefore hosting is something we enjoy. 
Between Michael and I we have 5 sons. From ages 18 thru 33. All with the spirit of service.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/30c41259-7716-4a81-9764-b31e8c03738e.jpg?aki_policy=profile_x_medium,unknown,"['email', 'phone']",t,t,Neighborhood highlights,FOURTEENTH WARD,Entire home,Entire home/apt,2 baths,"[""Ceiling fan"", ""Hangers"", ""Stove"", ""Hair dryer"", ""Heating"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""High chair"", ""Body soap"", ""Dryer"", ""Washer"", ""Fire extinguisher"", ""Free parking on premises"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Lockbox"", ""Crib"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""TV""]",275.0,within data,t,f,20519885,20241105062440,67171774,1.0,1.0,42.65846,-73.80201,3.0,1.0,1.4,1.4,4.0,1125,336,105.0,4.92,4.91,4.99,4.88,1.23
